834;сокращение;{"name":"сокращение"}
835;рукав;{"name":"рукав"}
836;гонка;{"name":"гонка"}
837;чемодан;{"name":"чемодан"}
838;бандит;{"name":"бандит"}
839;атака;{"name":"атака"}
840;сложность;{"name":"сложность"}
841;восстановление;{"name":"восстановление"}
842;скандал;{"name":"скандал"}
843;продолжение;{"name":"продолжение"}
844;построение;{"name":"построение"}
845;игрок;{"name":"игрок"}
846;тонна;{"name":"тонна"}
847;справедливость;{"name":"справедливость"}
848;путешествие;{"name":"путешествие"}
849;происхождение;{"name":"происхождение"}
850;гарантия;{"name":"гарантия"}
851;пластинка;{"name":"пластинка"}
852;месторождение;{"name":"месторождение"}
853;вождь;{"name":"вождь"}
854;юноша;{"name":"юноша"}
855;крестьянин;{"name":"крестьянин"}
856;издательство;{"name":"издательство"}
857;покупка;{"name":"покупка"}
858;стратегия;{"name":"стратегия"}
859;падение;{"name":"падение"}
860;колонна;{"name":"колонна"}
861;доверие;{"name":"доверие"}
862;бровь;{"name":"бровь"}
863;удача;{"name":"удача"}
864;тарелка;{"name":"тарелка"}
865;деятель;{"name":"деятель"}
866;полгода;{"name":"полгода"}
867;куртка;{"name":"куртка"}
868;оператор;{"name":"оператор"}
869;единство;{"name":"единство"}
870;приход;{"name":"приход"}
871;одиночество;{"name":"одиночество"}
872;шапка;{"name":"шапка"}
873;подпись;{"name":"подпись"}
874;ложка;{"name":"ложка"}
875;цивилизация;{"name":"цивилизация"}
876;прогноз;{"name":"прогноз"}
877;колхоз;{"name":"колхоз"}
878;актриса;{"name":"актриса"}
879;платок;{"name":"платок"}
880;остановка;{"name":"остановка"}
881;методика;{"name":"методика"}
882;локоть;{"name":"локоть"}
883;концентрация;{"name":"концентрация"}
884;жалоба;{"name":"жалоба"}
885;голод;{"name":"голод"}
886;повесть;{"name":"повесть"}
887;переулок;{"name":"переулок"}
888;картошка;{"name":"картошка"}
889;глупость;{"name":"глупость"}
890;страдание;{"name":"страдание"}
891;исполнитель;{"name":"исполнитель"}
892;домик;{"name":"домик"}
893;священник;{"name":"священник"}
894;заказчик;{"name":"заказчик"}
895;ветка;{"name":"ветка"}
896;свадьба;{"name":"свадьба"}
897;мелочь;{"name":"мелочь"}
898;заведение;{"name":"заведение"}
899;справка;{"name":"справка"}
900;подушка;{"name":"подушка"}
901;умение;{"name":"умение"}
902;тариф;{"name":"тариф"}
903;обвинение;{"name":"обвинение"}
904;башня;{"name":"башня"}
905;намерение;{"name":"намерение"}
906;нагрузка;{"name":"нагрузка"}
907;лекция;{"name":"лекция"}
908;гений;{"name":"гений"}
909;подвиг;{"name":"подвиг"}
910;ботинок;{"name":"ботинок"}
911;воскресенье;{"name":"воскресенье"}
912;одеяло;{"name":"одеяло"}
913;дневник;{"name":"дневник"}
914;авиация;{"name":"авиация"}
915;протяжение;{"name":"протяжение"}
916;приговор;{"name":"приговор"}
917;сочетание;{"name":"сочетание"}
918;демократия;{"name":"демократия"}
919;диалог;{"name":"диалог"}
920;расширение;{"name":"расширение"}
921;полиция;{"name":"полиция"}
922;волнение;{"name":"волнение"}
923;столетие;{"name":"столетие"}
924;сахар;{"name":"сахар"}
925;пиджак;{"name":"пиджак"}
926;отчаяние;{"name":"отчаяние"}
927;измерение;{"name":"измерение"}
928;богатство;{"name":"богатство"}
929;точность;{"name":"точность"}
930;пользование;{"name":"пользование"}
931;полчаса;{"name":"полчаса"}
932;манера;{"name":"манера"}
933;коллекция;{"name":"коллекция"}
934;страхование;{"name":"страхование"}
935;смесь;{"name":"смесь"}
936;свидание;{"name":"свидание"}
937;бумажка;{"name":"бумажка"}
938;красавица;{"name":"красавица"}
939;империя;{"name":"империя"}
940;разум;{"name":"разум"}
941;гордость;{"name":"гордость"}
942;студия;{"name":"студия"}
943;суббота;{"name":"суббота"}
944;плита;{"name":"плита"}
945;рукопись;{"name":"рукопись"}
946;брюки;{"name":"брюки"}
947;аэропорт;{"name":"аэропорт"}
948;тренер;{"name":"тренер"}
949;историк;{"name":"историк"}
950;исследователь;{"name":"исследователь"}
951;дорожка;{"name":"дорожка"}
952;авторитет;{"name":"авторитет"}
953;окружение;{"name":"окружение"}
954;продавец;{"name":"продавец"}
955;замечание;{"name":"замечание"}
956;соотношение;{"name":"соотношение"}
957;фабрика;{"name":"фабрика"}
958;карточка;{"name":"карточка"}
959;установление;{"name":"установление"}
960;столовая;{"name":"столовая"}
961;квадрицепс;{"name":"квадрицепс"}
962;забегаловка;{"name":"забегаловка"}
963;фазенда;{"name":"фазенда"}
964;скитание;{"name":"скитание"}
965;фильдеперс;{"name":"фильдеперс"}
966;шнобель;{"name":"шнобель"}
967;хоругвь;{"name":"хоругвь"}
968;гильотина;{"name":"гильотина"}
969;виселица;{"name":"виселица"}
970;своеволие;{"name":"своеволие"}
971;прораб;{"name":"прораб"}
972;купюра;{"name":"купюра"}
973;аятолла;{"name":"аятолла"}
974;двустволка;{"name":"двустволка"}
975;альпеншток;{"name":"альпеншток"}
976;брандмейстер;{"name":"брандмейстер"}
977;валежник;{"name":"валежник"}
978;фейерверк;{"name":"фейерверк"}
979;лорнет;{"name":"лорнет"}
980;водолаз;{"name":"водолаз"}
981;игумен;{"name":"игумен"}
982;орхидея;{"name":"орхидея"}
983;блондинка;{"name":"блондинка"}
984;синекдоха;{"name":"синекдоха"}
985;першерон;{"name":"першерон"}
986;босанова;{"name":"босанова"}
987;деверь;{"name":"деверь"}
988;двуколка;{"name":"двуколка"}
989;профан;{"name":"профан"}
990;портупея;{"name":"портупея"}
991;цезура;{"name":"цезура"}
992;забияка;{"name":"забияка"}
993;глобализация;{"name":"глобализация"}
994;анфилада;{"name":"анфилада"}
995;тюльпан;{"name":"тюльпан"}
996;патронташ;{"name":"патронташ"}
997;сладкоежка;{"name":"сладкоежка"}
998;агрегат;{"name":"агрегат"}
999;развалюха;{"name":"развалюха"}
1000;передряга;{"name":"передряга"}
1001;оплошность;{"name":"оплошность"}
1002;обитель;{"name":"обитель"}
1003;грязнуля;{"name":"грязнуля"}
1004;дацан;{"name":"дацан"}
1005;доброхот;{"name":"доброхот"}
1006;джедай;{"name":"джедай"}
1007;задира;{"name":"задира"}
1008;закоулок;{"name":"закоулок"}
1009;замашка;{"name":"замашка"}
1010;слюнявчик;{"name":"слюнявчик"}
1011;канитель;{"name":"канитель"}
1012;фарватер;{"name":"фарватер"}
1013;брусок;{"name":"брусок"}
1014;самокрутка;{"name":"самокрутка"}
1015;чугунок;{"name":"чугунок"}
1016;конфета;{"name":"конфета"}
1017;вулкан;{"name":"вулкан"}
1018;василёк;{"name":"василёк"}
1019;кильватер;{"name":"кильватер"}
1020;мозоль;{"name":"мозоль"}
1021;гарпун;{"name":"гарпун"}
1022;батарея;{"name":"батарея"}
1023;хандра;{"name":"хандра"}
1024;ателье;{"name":"ателье"}
1025;гарнитура;{"name":"гарнитура"}
1026;однокашник;{"name":"однокашник"}
1027;каземат;{"name":"каземат"}
1028;крокозябра;{"name":"крокозябра"}
1029;галстук;{"name":"галстук"}
1030;самурай;{"name":"самурай"}
1031;борозда;{"name":"борозда"}
1032;обложка;{"name":"обложка"}
1033;жиголо;{"name":"жиголо"}
1034;сермяга;{"name":"сермяга"}
1035;лампада;{"name":"лампада"}
1036;конура;{"name":"конура"}
1037;краснобай;{"name":"краснобай"}
1038;птенец;{"name":"птенец"}
1039;барахло;{"name":"барахло"}
1040;недомогание;{"name":"недомогание"}
1041;пешка;{"name":"пешка"}
1042;прогалина;{"name":"прогалина"}
1043;гончар;{"name":"гончар"}
1044;смельчак;{"name":"смельчак"}
1045;снасть;{"name":"снасть"}
1046;канифоль;{"name":"канифоль"}
1047;мазанка;{"name":"мазанка"}
1048;госпиталь;{"name":"госпиталь"}
1049;предтеча;{"name":"предтеча"}
1050;апатия;{"name":"апатия"}
1051;ряженка;{"name":"ряженка"}
1052;враньё;{"name":"враньё"}
1053;бренди;{"name":"бренди"}
1054;амвон;{"name":"амвон"}
1055;всполох;{"name":"всполох"}
1056;бутоньерка;{"name":"бутоньерка"}
1057;неурядица;{"name":"неурядица"}
1058;распря;{"name":"распря"}
1059;стеклярус;{"name":"стеклярус"}
1060;балаган;{"name":"балаган"}
1061;лацкан;{"name":"лацкан"}
1062;непоседа;{"name":"непоседа"}
1063;кирасир;{"name":"кирасир"}
1064;беглянка;{"name":"беглянка"}
1065;спаржа;{"name":"спаржа"}
1066;чертополох;{"name":"чертополох"}
1067;домочадец;{"name":"домочадец"}
1068;груда;{"name":"груда"}
1069;цитадель;{"name":"цитадель"}
1070;автопилот;{"name":"автопилот"}
1071;пропеллер;{"name":"пропеллер"}
1072;аэродром;{"name":"аэродром"}
1073;нахал;{"name":"нахал"}
1074;чревоугодие;{"name":"чревоугодие"}
1075;экзальтация;{"name":"экзальтация"}
1076;генератор;{"name":"генератор"}
1077;халтура;{"name":"халтура"}
1078;крендель;{"name":"крендель"}
1079;синоним;{"name":"синоним"}
1080;моцион;{"name":"моцион"}
1081;картуз;{"name":"картуз"}
1082;патина;{"name":"патина"}
1083;циновка;{"name":"циновка"}
1084;алхимия;{"name":"алхимия"}
1085;сельва;{"name":"сельва"}
1086;кутерьма;{"name":"кутерьма"}
1087;дезабилье;{"name":"дезабилье"}
1088;кефир;{"name":"кефир"}
1089;виноград;{"name":"виноград"}
1090;скрипка;{"name":"скрипка"}
1091;круговерть;{"name":"круговерть"}
1092;похмелье;{"name":"похмелье"}
1093;снежинка;{"name":"снежинка"}
1094;паства;{"name":"паства"}
1095;лебедь;{"name":"лебедь"}
1096;веретено;{"name":"веретено"}
1097;лапушка;{"name":"лапушка"}
1098;диаспора;{"name":"диаспора"}
1099;автолавка;{"name":"автолавка"}
1100;толчея;{"name":"толчея"}
1101;баклага;{"name":"баклага"}
1102;клякса;{"name":"клякса"}
1103;пилон;{"name":"пилон"}
1104;хлястик;{"name":"хлястик"}
1105;нищета;{"name":"нищета"}
1106;изразец;{"name":"изразец"}
1107;кафтан;{"name":"кафтан"}
1108;баланда;{"name":"баланда"}
1109;сарацин;{"name":"сарацин"}
1110;сарафан;{"name":"сарафан"}
1111;треволнение;{"name":"треволнение"}
1112;тушёнка;{"name":"тушёнка"}
1113;чистюля;{"name":"чистюля"}
1114;физиология;{"name":"физиология"}
1115;заваруха;{"name":"заваруха"}
1116;мухобойка;{"name":"мухобойка"}
1117;супостат;{"name":"супостат"}
1118;пристрастие;{"name":"пристрастие"}
1119;распашонка;{"name":"распашонка"}
1120;квартал;{"name":"квартал"}
1121;ромашка;{"name":"ромашка"}
1122;абонемент;{"name":"абонемент"}
1123;удобрение;{"name":"удобрение"}
1124;подземелье;{"name":"подземелье"}
1125;шиповник;{"name":"шиповник"}
1126;аэростат;{"name":"аэростат"}
1127;иллюминация;{"name":"иллюминация"}
1128;декларация;{"name":"декларация"}
1129;диагноз;{"name":"диагноз"}
1130;заработок;{"name":"заработок"}
1131;железо;{"name":"железо"}
1132;килограмм;{"name":"килограмм"}
1133;испарение;{"name":"испарение"}
1134;кишечник;{"name":"кишечник"}
1135;кастаньета;{"name":"кастаньета"}
1136;баптизм;{"name":"баптизм"}
1137;листопад;{"name":"листопад"}
1138;сверстник;{"name":"сверстник"}
1139;спутник;{"name":"спутник"}
1140;манекен;{"name":"манекен"}
1141;спецназ;{"name":"спецназ"}
1142;подсолнух;{"name":"подсолнух"}
1143;конвейер;{"name":"конвейер"}
1144;эволюция;{"name":"эволюция"}
1145;разрушение;{"name":"разрушение"}
1146;позвоночник;{"name":"позвоночник"}
1147;кружево;{"name":"кружево"}
1148;рабство;{"name":"рабство"}
1149;ресница;{"name":"ресница"}
1150;граната;{"name":"граната"}
1151;экватор;{"name":"экватор"}
1152;черепок;{"name":"черепок"}
1153;прожилка;{"name":"прожилка"}
1154;отжимание;{"name":"отжимание"}
1155;ридикюль;{"name":"ридикюль"}
1156;хулиган;{"name":"хулиган"}
1157;кофемолка;{"name":"кофемолка"}
1158;картофель;{"name":"картофель"}
1159;мимоза;{"name":"мимоза"}
1160;кольчуга;{"name":"кольчуга"}
1161;нарцисс;{"name":"нарцисс"}
1162;штиблета;{"name":"штиблета"}
1163;гребень;{"name":"гребень"}
1164;подкова;{"name":"подкова"}
1165;расставание;{"name":"расставание"}
1166;церемония;{"name":"церемония"}
1167;лопата;{"name":"лопата"}
1168;балюстрада;{"name":"балюстрада"}
1169;причёска;{"name":"причёска"}
1170;амфибия;{"name":"амфибия"}
1171;сомбреро;{"name":"сомбреро"}
1172;дождевик;{"name":"дождевик"}
1173;горностай;{"name":"горностай"}
1174;киноварь;{"name":"киноварь"}
1175;сапожник;{"name":"сапожник"}
1176;равновесие;{"name":"равновесие"}
1177;механик;{"name":"механик"}
1178;скакалка;{"name":"скакалка"}
1179;шампанское;{"name":"шампанское"}
1180;фотограф;{"name":"фотограф"}
1181;галантерея;{"name":"галантерея"}
1182;демонстрация;{"name":"демонстрация"}
1183;коленвал;{"name":"коленвал"}
1184;дурень;{"name":"дурень"}
1185;подмастерье;{"name":"подмастерье"}
1186;черепаха;{"name":"черепаха"}
1187;брусника;{"name":"брусника"}
1188;антенна;{"name":"антенна"}
1189;спряжение;{"name":"спряжение"}
1190;медицина;{"name":"медицина"}
1191;хрусталик;{"name":"хрусталик"}
1192;фундамент;{"name":"фундамент"}
1193;протоплазма;{"name":"протоплазма"}
1194;варенье;{"name":"варенье"}
1195;грабитель;{"name":"грабитель"}
1196;оргстекло;{"name":"оргстекло"}
1197;консьерж;{"name":"консьерж"}
1198;королевич;{"name":"королевич"}
1199;гектар;{"name":"гектар"}
1200;вакханалия;{"name":"вакханалия"}
1201;генеалогия;{"name":"генеалогия"}
1202;шансон;{"name":"шансон"}
1203;шарманщик;{"name":"шарманщик"}
1204;тарзанка;{"name":"тарзанка"}
1205;лежбище;{"name":"лежбище"}
1206;телепат;{"name":"телепат"}
1207;ласточка;{"name":"ласточка"}
1208;скатерть;{"name":"скатерть"}
1209;взятка;{"name":"взятка"}
1210;пограничник;{"name":"пограничник"}
1211;мигрень;{"name":"мигрень"}
1212;валторна;{"name":"валторна"}
1213;дворецкий;{"name":"дворецкий"}
1214;сатирик;{"name":"сатирик"}
1215;электровоз;{"name":"электровоз"}
1216;буддизм;{"name":"буддизм"}
1217;отвага;{"name":"отвага"}
1218;постамент;{"name":"постамент"}
1219;южанин;{"name":"южанин"}
1220;шелкография;{"name":"шелкография"}
1221;влечение;{"name":"влечение"}
1222;миниатюра;{"name":"миниатюра"}
1223;маракуйя;{"name":"маракуйя"}
1224;фортепиано;{"name":"фортепиано"}
1225;англоман;{"name":"англоман"}
1226;хардкор;{"name":"хардкор"}
1227;мамлюк;{"name":"мамлюк"}
1228;теннисист;{"name":"теннисист"}
1229;хореограф;{"name":"хореограф"}
1230;церковник;{"name":"церковник"}
1231;попаданец;{"name":"попаданец"}
1232;целитель;{"name":"целитель"}
1233;чернослив;{"name":"чернослив"}
1234;самомнение;{"name":"самомнение"}
1235;баранка;{"name":"баранка"}
1236;павиан;{"name":"павиан"}
1237;скорлупа;{"name":"скорлупа"}
1238;стремя;{"name":"стремя"}
1239;проклятие;{"name":"проклятие"}
